date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:38:59	1353/1353	---MC-	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202025%2019:38:59%20GMT	https://sun.win/get-captcha.html	C:/Users/Administrator/Desktop/sunwin/sun.win/get-captcha.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:38:59	6244/6244	---M--	200	added ('OK')	image/png	etag:%22675b7b98-1864%22	https://sun.win/images/btn-dangky.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/btn-dangky6893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:38:59	22768/22768	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-58f0%22	https://sun.win/images/btn-play-web-pc.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/btn-play-web-pc6893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:38:59	291/291	---M--	200	added ('OK')	image/png	etag:%22675b7b98-123%22	https://sun.win/images/icon-x.png	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-x.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:00	3514/3514	---M--	200	added ('OK')	image/webp	etag:%226763d780-dba%22	https://sun.win/images/icon-thanks.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-thanks6893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:00	48142/48142	---M--	200	added ('OK')	image/png	etag:%22676ebef7-bc0e%22	https://sun.win/images/banner3.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/banner36893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:00	8448/8448	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-2100%22	https://sun.win/images/slider-sic.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/slider-sic6893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:00	7500/7500	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-1d4c%22	https://sun.win/images/slider1.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/slider16893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:01	8074/8074	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-1f8a%22	https://sun.win/images/slider2.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/slider26893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:01	18552/18552	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-4878%22	https://sun.win/images/ctgame1.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/ctgame16893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:01	18280/18280	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-4768%22	https://sun.win/images/ctgame2.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/ctgame26893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:01	17928/17928	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-4608%22	https://sun.win/images/ctgame3.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/ctgame36893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:01	24944/24944	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-6170%22	https://sun.win/images/ctgame4.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/ctgame46893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:02	17252/17252	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-4364%22	https://sun.win/images/ctgame5.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/ctgame56893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:02	17466/17466	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-443a%22	https://sun.win/images/ctgame6.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/ctgame66893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:02	36582/36582	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-8ee6%22	https://sun.win/images/seo/img1.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/seo/img16893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:02	130206/130206	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-1fc9e%22	https://sun.win/images/seo/img2.webp?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/seo/img26893.webp	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:03	12683/12683	---M--	200	added ('OK')	image/png	etag:%22675b7b98-318b%22	https://sun.win/images/logo-ft.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/logo-ft6893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:03	2088/2088	---M--	200	added ('OK')	image/png	etag:%22675b7b98-828%22	https://sun.win/images/chungnhan.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/chungnhan6893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:03	3765/3765	---M--	200	added ('OK')	image/png	etag:%22675b7b98-eb5%22	https://sun.win/images/icon-chat-mb.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-chat-mb6893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:03	3668/3668	---M--	200	added ('OK')	image/png	etag:%22675b7b98-e54%22	https://sun.win/images/icon-fb-mb.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-fb-mb6893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:03	3821/3821	---M--	200	added ('OK')	image/png	etag:%22675b7b98-eed%22	https://sun.win/images/icon-tele-mb.png?v=6.6.7	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-tele-mb6893.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:04	2559/2559	---M--	200	added ('OK')	image/png	etag:%22675b7b98-9ff%22	https://sun.win/images/icon-close.png	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-close.png	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:04	82300/82300	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675e9b56-1417c%22	https://sun.win/build/app.min.js?v=6.7.4	C:/Users/Administrator/Desktop/sunwin/sun.win/build/app.min9c04.js	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:04	1973/1973	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675b7b98-7b5%22	https://sun.win/build/lc.js?v=6.7.4	C:/Users/Administrator/Desktop/sunwin/sun.win/build/lc9c04.js	(from https://sun.win/?a=8ad2e89819deb0c5ae9a219d82f1d8e4&utm_campaign=organic&utm_source=pum&utm_medium=search)
02:39:05	21489/21489	---M--	200	added ('OK')	image/jpeg	etag:%22675b7b98-53f1%22	https://sun.win/images/bg.jpg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/bgc619.jpg	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:05	13042/13042	---M--	200	added ('OK')	image/png	etag:%22675b7b98-32f2%22	https://sun.win/images/bg-form.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/bg-formc619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:05	278/278	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22675b7b98-116%22	https://sun.win/images/icon-user.svg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-userc619.svg	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:05	327/327	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22675b7b98-147%22	https://sun.win/images/icon-lock.svg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-lockc619.svg	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:05	667/667	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22675b7b98-29b%22	https://sun.win/images/icon-eye.svg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-eyec619.svg	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:06	864/864	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22675b7b98-360%22	https://sun.win/images/icon-eye-active.svg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-eye-activec619.svg	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:06	777/777	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22675b7b98-309%22	https://sun.win/images/icon-rotate.svg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-rotatec619.svg	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:06	354/354	---M--	200	added ('OK')	image/png	etag:%22675b7b98-162%22	https://sun.win/images/line.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/linec619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:06	3354/3354	---M--	200	added ('OK')	image/png	etag:%22675b7b98-d1a%22	https://sun.win/images/icon-fb.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-fbc619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:06	3404/3404	---M--	200	added ('OK')	image/png	etag:%22675b7b98-d4c%22	https://sun.win/images/icon-tele.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-telec619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:07	3191/3191	---M--	200	added ('OK')	image/png	etag:%22675b7b98-c77%22	https://sun.win/images/icon-livechat.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-livechatc619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:07	2621/2621	---M--	200	added ('OK')	image/png	etag:%22675b7b98-a3d%22	https://sun.win/images/bg_button3.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/bg_button3c619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:07	12000/12000	---M--	200	added ('OK')	image/webp	etag:%22675b7b98-2ee0%22	https://sun.win/images/bg-content-games.webp?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/bg-content-gamesc619.webp	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:07	6042/6042	---M--	200	added ('OK')	image/webp	etag:%226763d780-179a%22	https://sun.win/images/bg-form-thanks.webp?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/bg-form-thanksc619.webp	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:08	3668/3668	---M--	200	added ('OK')	image/png	etag:%22675b7b98-e54%22	https://sun.win/images/icon-fb-mb.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-fb-mbc619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:08	3821/3821	---M--	200	added ('OK')	image/png	etag:%22675b7b98-eed%22	https://sun.win/images/icon-tele-mb.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-tele-mbc619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:08	3765/3765	---M--	200	added ('OK')	image/png	etag:%22675b7b98-eb5%22	https://sun.win/images/icon-chat-mb.png?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/icon-chat-mbc619.png	(from https://sun.win/build/style.min.css?v=6.7.46)
02:39:08	16476/16476	---M--	200	added ('OK')	image/jpeg	etag:%22675b7b98-405c%22	https://sun.win/images/bg-mobile.jpg?v=1.0	C:/Users/Administrator/Desktop/sunwin/sun.win/images/bg-mobilec619.jpg	(from https://sun.win/build/style.min.css?v=6.7.46)
